date,airline,flight_number,origin,destination,origin_country,destination_country,aircraft_type,passengers_affected,reason,data_source
2026-03-07,Singapore Airlines,SI5512,Sydney,Delhi,Australia,India,Airbus A340-600,259,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,Singapore Airlines,SI7366,London,Bahrain,UK,Bahrain,Airbus A350-900,450,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Singapore Airlines,SI7465,Riyadh,Frankfurt,Saudi Arabia,Germany,Boeing 737-800,374,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Singapore Airlines,SI9495,Beijing,Paris,China,France,Boeing 787-9 Dreamliner,180,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Singapore Airlines,SI2586,Istanbul,Frankfurt,Turkey,Germany,Boeing 777-200LR,296,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Singapore Airlines,SI4196,Paris,Istanbul,France,Turkey,Airbus A380-800,343,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Singapore Airlines,SI3756,Sydney,Abu Dhabi,Australia,UAE,Airbus A340-600,294,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Singapore Airlines,SI3967,Beijing,Singapore,China,Singapore,Airbus A340-600,307,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,Thai Airways,TH1891,New York,Paris,USA,France,Boeing 737 MAX 8,80,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Thai Airways,TH2657,Bahrain,London,Bahrain,UK,Boeing 787-9 Dreamliner,221,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,Thai Airways,TH1289,Moscow,Islamabad,Russia,Pakistan,Boeing 777-300ER,450,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Thai Airways,TH6060,Cairo,Muscat,Egypt,Oman,Boeing 737-800,252,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Thai Airways,TH8753,Istanbul,Moscow,Turkey,Russia,Boeing 737-800,127,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,Thai Airways,TH4946,Paris,Tehran,France,Iran,Boeing 787-9 Dreamliner,225,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Turkish Airlines,TU1349,London,Kuwait City,UK,Kuwait,Boeing 777-300ER,179,Airspace closure — NOTAM,Original sample data
2026-03-07,Turkish Airlines,TU4143,Beijing,Tehran,China,Iran,Boeing 777-300ER,181,Government travel ban,Original sample data
2026-03-07,Turkish Airlines,TU1608,Karachi,Istanbul,Pakistan,Turkey,Boeing 787-9 Dreamliner,339,Crew safety — company policy,Original sample data
2026-03-07,Turkish Airlines,TK9723,London,Kuwait City,UK,Kuwait,Boeing 777-200LR,196,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Turkish Airlines,TK5006,Washington,Paris,USA,France,Boeing 787-10 Dreamliner,267,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,Turkish Airlines,TK3575,Abu Dhabi,Paris,UAE,France,Boeing 737 MAX 8,218,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Turkish Airlines,TK3518,Dubai,Kuwait City,UAE,Kuwait,Boeing 777-200LR,450,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Turkish Airlines,TK4559,Riyadh,Cairo,Saudi Arabia,Egypt,Boeing 737 MAX 8,293,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Turkish Airlines,TK3236,Tehran,Paris,Iran,France,Airbus A320neo,401,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,Turkish Airlines,TK5573,New York,Kuwait City,USA,Kuwait,Boeing 777-200LR,237,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Turkish Airlines,TK4485,Dubai,Doha,UAE,Qatar,Airbus A340-600,191,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Turkish Airlines,TK5675,Dubai,Cairo,UAE,Egypt,Boeing 777-300ER,146,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Turkish Airlines,TK1562,Abu Dhabi,Doha,UAE,Qatar,Boeing 737 MAX 8,379,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Turkish Airlines,TK5900,London,Doha,UK,Qatar,Airbus A330-300,160,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Turkish Airlines,TK2353,Riyadh,Dubai,Saudi Arabia,UAE,Airbus A380-800,383,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,United Airlines,UN352,Dubai,Mumbai,UAE,India,Boeing 787-9 Dreamliner,111,Security risk — conflict zone,Original sample data
2026-03-07,United Airlines,UN4689,Karachi,Dubai,Pakistan,UAE,Boeing 787-9 Dreamliner,441,Airspace closure — NOTAM,Original sample data
2026-03-07,United Airlines,UN1546,New York,Beijing,USA,China,Boeing 737-800,246,Government travel ban,Simulated — scaled from verified sample
2026-03-07,United Airlines,UN4102,Riyadh,Beirut,Saudi Arabia,Lebanon,Boeing 777-300ER,436,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,United Airlines,UN4840,Dubai,London,UAE,UK,Boeing 737 MAX 8,263,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,United Airlines,UN2168,Istanbul,Muscat,Turkey,Oman,Airbus A321neo,241,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,United Airlines,UN9451,Kuwait City,Doha,Kuwait,Qatar,Boeing 737 MAX 8,336,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,United Airlines,UN4811,Riyadh,Doha,Saudi Arabia,Qatar,Boeing 777-300ER,355,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,United Airlines,UN7925,Delhi,Abu Dhabi,India,UAE,Boeing 787-9 Dreamliner,153,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,United Airlines,UN9436,Delhi,Tehran,India,Iran,Airbus A321neo,323,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,United Airlines,UN9806,Abu Dhabi,Riyadh,UAE,Saudi Arabia,Boeing 737-800,406,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,flydubai,FL8884,Riyadh,Islamabad,Saudi Arabia,Pakistan,Airbus A380-800,390,Diplomatic advisory — do not fly,Original sample data
2026-03-07,flydubai,FZ6901,Abu Dhabi,Riyadh,UAE,Saudi Arabia,Airbus A340-600,220,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,flydubai,FZ2013,Tehran,Los Angeles,Iran,USA,Airbus A330-300,190,Government travel ban,Simulated — scaled from verified sample
2026-03-07,flydubai,FZ1963,Muscat,Frankfurt,Oman,Germany,Boeing 787-9 Dreamliner,80,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,flydubai,FZ9977,Singapore,New York,Singapore,USA,Boeing 737-800,169,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,flydubai,FZ1859,Washington,Amman,USA,Jordan,Boeing 737 MAX 8,319,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,flydubai,FZ8856,Frankfurt,Kuwait City,Germany,Kuwait,Airbus A330-300,89,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-08,Air Arabia,AI9971,Dubai,London,UAE,UK,Airbus A321neo,237,Airport closure — military activity,Original sample data
2026-03-08,Air Arabia,G91346,Riyadh,Dubai,Saudi Arabia,UAE,Airbus A350-900,264,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-08,Air Arabia,G91834,Doha,Paris,Qatar,France,Boeing 737-800,288,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-08,Air Arabia,G97292,Tehran,Beirut,Iran,Lebanon,Boeing 777-200LR,311,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-08,Air Arabia,G93895,Sydney,London,Australia,UK,Airbus A321neo,120,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-08,Air Arabia,G94031,Dubai,Beirut,UAE,Lebanon,Boeing 777-300ER,361,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-08,Air Arabia,G99906,Lahore,Istanbul,Pakistan,Turkey,Boeing 777-200LR,241,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-08,Air Arabia,G91710,Washington,Karachi,USA,Pakistan,Airbus A320neo,356,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-08,Air Arabia,G94724,Paris,Abu Dhabi,France,UAE,Boeing 777-300ER,358,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-08,Air Arabia,G97560,Dubai,London,UAE,UK,Boeing 787-9 Dreamliner,192,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-08,Air Arabia,G96903,Tehran,Abu Dhabi,Iran,UAE,Airbus A320neo,274,Government travel ban,Simulated — scaled from verified sample
2026-03-08,Air Arabia,G95194,Sydney,Doha,Australia,Qatar,Airbus A340-600,206,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-08,Air Arabia,G99767,Doha,Los Angeles,Qatar,USA,Airbus A380-800,414,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-08,Air Arabia,G93465,Abu Dhabi,Kuwait City,UAE,Kuwait,Boeing 787-9 Dreamliner,223,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-08,Air France,AI4399,Riyadh,Islamabad,Saudi Arabia,Pakistan,Boeing 737 MAX 8,366,Security risk — conflict zone,Original sample data
2026-03-08,Air France,AF3761,Doha,Riyadh,Qatar,Saudi Arabia,Boeing 787-9 Dreamliner,191,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-08,Air France,AF4251,Mumbai,Muscat,India,Oman,Airbus A350-900,398,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-08,Air France,AF3436,Bahrain,Dubai,Bahrain,UAE,Airbus A320neo,450,Government travel ban,Simulated — scaled from verified sample
2026-03-08,Air France,AF5486,Islamabad,Paris,Pakistan,France,Boeing 737 MAX 8,194,Government travel ban,Simulated — scaled from verified sample
2026-03-08,Air France,AF7984,Dubai,Doha,UAE,Qatar,Airbus A380-800,307,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-08,Air France,AF9581,Sydney,Istanbul,Australia,Turkey,Airbus A340-600,310,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-08,Air France,AF1915,Dubai,London,UAE,UK,Boeing 737 MAX 8,450,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-08,Air France,AF8022,Istanbul,Paris,Turkey,France,Airbus A380-800,148,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-08,Air France,AF2228,Dubai,Doha,UAE,Qatar,Airbus A321neo,136,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-08,Air France,AF7360,New York,Doha,USA,Qatar,Boeing 737 MAX 8,364,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-08,Air France,AF8021,Moscow,Istanbul,Russia,Turkey,Boeing 777-300ER,146,Government travel ban,Simulated — scaled from verified sample
2026-03-08,Air France,AF8471,Dubai,Paris,UAE,France,Boeing 737-800,168,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-08,Air India,AI739,Cairo,Dubai,Egypt,UAE,Boeing 787-10 Dreamliner,392,Insurance restriction — war zone,Original sample data
2026-03-08,Air India,AI2765,Paris,Doha,France,Qatar,Boeing 787-10 Dreamliner,261,Diplomatic advisory — do not fly,Original sample data
2026-03-08,Air India,AI5910,Dubai,Riyadh,UAE,Saudi Arabia,Boeing 787-9 Dreamliner,162,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-08,Air India,AI8472,Muscat,Cairo,Oman,Egypt,Boeing 737-800,258,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-08,Air India,AI7925,Singapore,Dubai,Singapore,UAE,Boeing 777-200LR,222,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-08,Air India,AI1084,Muscat,Dubai,Oman,UAE,Airbus A330-300,292,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-08,Air India,AI9401,Dubai,London,UAE,UK,Airbus A320neo,80,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-08,Air India,AI7823,Tehran,Frankfurt,Iran,Germany,Airbus A320neo,342,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-08,Air India,AI7185,Istanbul,Lahore,Turkey,Pakistan,Airbus A340-600,297,Government travel ban,Simulated — scaled from verified sample
2026-03-08,Air India,AI2116,Paris,London,France,UK,Boeing 787-10 Dreamliner,262,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-08,American Airlines,AM7968,Tehran,London,Iran,UK,Airbus A380-800,450,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-08,American Airlines,AM3167,Dubai,London,UAE,UK,Boeing 777-200LR,162,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-08,American Airlines,AM8734,Dubai,Paris,UAE,France,Boeing 777-200LR,268,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-08,American Airlines,AM3414,Islamabad,Doha,Pakistan,Qatar,Boeing 777-300ER,219,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-08,American Airlines,AM1513,Dubai,London,UAE,UK,Airbus A340-600,155,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-08,British Airways,BA4338,Cairo,Washington,Egypt,USA,Boeing 787-10 Dreamliner,348,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-08,British Airways,BA4156,New York,London,USA,UK,Boeing 787-10 Dreamliner,138,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-08,British Airways,BA3397,Doha,London,Qatar,UK,Boeing 787-10 Dreamliner,180,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-08,British Airways,BA3793,Istanbul,Delhi,Turkey,India,Airbus A320neo,80,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-08,British Airways,BA5809,Riyadh,Islamabad,Saudi Arabia,Pakistan,Airbus A321neo,376,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-08,British Airways,BA1036,Abu Dhabi,Riyadh,UAE,Saudi Arabia,Airbus A330-300,206,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-08,British Airways,BA8347,Kuwait City,Los Angeles,Kuwait,USA,Boeing 737 MAX 8,316,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-08,British Airways,BA9630,Abu Dhabi,Cairo,UAE,Egypt,Boeing 777-300ER,422,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-08,British Airways,BA2802,Tehran,Riyadh,Iran,Saudi Arabia,Airbus A330-300,450,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-08,British Airways,BA2680,Cairo,Singapore,Egypt,Singapore,Boeing 737-800,397,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-08,British Airways,BA6854,Doha,Abu Dhabi,Qatar,UAE,Boeing 777-300ER,246,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-08,British Airways,BA7967,Doha,Paris,Qatar,France,Airbus A330-300,450,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-08,British Airways,BA4973,Paris,Cairo,France,Egypt,Airbus A321neo,159,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-08,British Airways,BA7568,Sydney,Kuwait City,Australia,Kuwait,Airbus A340-600,379,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-08,British Airways,BA7658,Riyadh,Dubai,Saudi Arabia,UAE,Boeing 777-200LR,190,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-08,British Airways,BA6029,Karachi,Tehran,Pakistan,Iran,Boeing 777-300ER,435,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-08,Cargolux,CA4539,Doha,Mumbai,Qatar,India,Boeing 737 MAX 8,130,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-08,Cargolux,CA7464,Doha,Cairo,Qatar,Egypt,Airbus A340-600,340,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-08,Cargolux,CA3498,Abu Dhabi,London,UAE,UK,Boeing 737-800,200,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-08,Cargolux,CA5939,Doha,Amman,Qatar,Jordan,Airbus A340-600,317,Government travel ban,Simulated — scaled from verified sample
2026-03-08,Cargolux,CA3094,Dubai,Istanbul,UAE,Turkey,Airbus A320neo,350,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-08,Cargolux,CA7278,Moscow,Doha,Russia,Qatar,Airbus A380-800,321,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-08,Cargolux,CA9641,Los Angeles,Karachi,USA,Pakistan,Boeing 737-800,393,Government travel ban,Simulated — scaled from verified sample
2026-03-08,Cathay Pacific,CA7852,Abu Dhabi,Tehran,UAE,Iran,Airbus A330-300,190,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-08,Cathay Pacific,CA9049,Karachi,Abu Dhabi,Pakistan,UAE,Airbus A340-600,313,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-08,Cathay Pacific,CA6312,Tehran,Paris,Iran,France,Airbus A321neo,439,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-08,Cathay Pacific,CA9826,Singapore,Paris,Singapore,France,Airbus A340-600,450,Insurance restriction — war zone,Simulated — scaled from verified sample
